,Document_starts,Text,Gold_BSC_seq_integrateIF,Gold_IBCC
156324,0,.,1,1
156325,1,Thus,1,1
156326,0,",",1,1
156327,0,there,1,3
156328,0,are,1,4
156329,0,fears,1,4
156330,0,that,1,4
156331,0,some,3,3
156332,0,clones,4,4
156333,0,may,4,4
156334,0,be,4,4
156335,0,born,4,4
156336,0,with,4,4
156337,0,genetic,4,4
156338,0,deficiencies,4,4
156339,0,which,1,1
156340,0,raises,1,1
156341,0,doubts,1,1
156342,0,about,1,1
156343,0,the,1,1
156344,0,morality,1,1
156345,0,of,1,1
156346,0,cloning,1,1
156347,0,and,1,1
156348,0,its,1,1
156349,0,economic,1,1
156350,0,benefits,1,1
156351,0,(,1,1
156352,0,Fitzgerald,1,1
156353,0,",",1,1
156354,0,3,1,1
156355,0,),1,1
156356,0,.,1,1
156357,1,Also,1,1
156358,0,",",1,1
156359,0,the,2,2
156360,0,simple,0,0
156361,0,fact,0,0
156362,0,that,0,0
156363,0,marijuana,0,0
156364,0,impaires,0,0
156365,0,is,0,0
156366,0,not,0,0
156367,0,a,0,0
156368,0,health,0,0
156369,0,effect,0,0
156370,0,",",1,1
156371,0,several,1,1
156372,0,things,1,1
156373,0,",",1,1
156374,0,like,1,1
156375,0,anesthesia,1,1
156376,0,",",1,1
156377,0,impair,1,1
156378,0,you,1,1
156379,0,without,1,1
156380,0,causing,1,1
156381,0,harmful,1,1
156382,0,effects,1,1
156383,0,.,1,1
156384,1,With,1,1
156385,0,rising,1,1
156386,0,concern,1,1
156387,0,over,1,1
156388,0,energy,1,1
156389,0,independence,1,1
156390,0,",",1,1
156391,0,and,1,1
156392,0,a,1,1
156393,0,focus,1,1
156394,0,on,1,1
156395,0,curbing,1,1
156396,0,greenhouse,1,1
156397,0,gas,1,1
156398,0,emissions,1,1
156399,0,",",1,1
156400,0,the,1,1
156401,0,Bush,1,1
156402,0,administration,1,1
156403,0,and,1,1
156404,0,even,1,1
156405,0,some,1,1
156406,0,environmentalists,1,1
156407,0,are,1,1
156408,0,calling,1,1
156409,0,for,1,1
156410,0,re,1,1
156411,0,-,1,1
156412,0,investment,1,1
156413,0,in,1,1
156414,0,nuclear,1,1
156415,0,power,1,1
156416,0,plants,1,1
156417,0,.,1,1
156418,1,Many,1,1
156419,0,supporters,1,1
156420,0,of,1,1
156421,0,marijuana,1,1
156422,0,would,1,1
156423,0,argue,1,1
156424,0,that,1,1
156425,0,by,2,2
156426,0,legalizing,0,0
156427,0,marijuana,0,0
156428,0,it,0,0
156429,0,would,0,0
156430,0,reduce,0,0
156431,0,the,0,0
156432,0,crime,0,0
156433,0,rate,0,0
156434,0,",",1,1
156435,0,which,1,1
156436,0,at,1,1
156437,0,the,1,1
156438,0,end,1,1
156439,0,of,1,1
156440,0,the,1,1
156441,0,day,1,1
156442,0,would,1,1
156443,0,be,1,1
156444,0,better,1,1
156445,0,for,1,1
156446,0,everyone,1,1
156447,0,.,1,1
156448,1,This,1,1
156449,0,rate,1,1
156450,0,applies,1,1
156451,0,to,1,1
156452,0,nonexempt,1,1
156453,0,employers,1,1
156454,0,with,1,1
156455,0,two,1,1
156456,0,or,1,1
156457,0,more,1,1
156458,0,employees,1,1
156459,0,and,1,1
156460,0,at,1,1
156461,0,least,1,1
156462,0,$,1,1
156463,0,500,1,1
156464,0,",",1,1
156465,0,0,1,1
156466,0,in,1,1
156467,0,annual,1,1
156468,0,dollar,1,1
156469,0,volume,1,1
156470,0,of,1,1
156471,0,business,1,1
156472,0,",",1,1
156473,0,and,1,1
156474,0,also,1,1
156475,0,to,1,1
156476,0,smaller,1,1
156477,0,employers,1,1
156478,0,if,1,1
156479,0,employees,1,1
156480,0,are,1,1
156481,0,engaged,1,1
156482,0,in,1,1
156483,0,interstate,1,1
156484,0,commerce,1,1
156485,0,or,1,1
156486,0,production,1,1
156487,0,of,1,1
156488,0,good,1,1
156489,0,for,1,1
156490,0,commerce,1,1
156491,0,.,1,1
156492,1,It,2,2
156493,0,can,0,0
156494,0,also,0,0
156495,0,reduce,0,0
156496,0,the,0,0
156497,0,need,0,0
156498,0,for,0,0
156499,0,taxpayer,0,0
156500,0,-,0,0
156501,0,funded,0,0
156502,0,social,0,0
156503,0,safety,0,0
156504,0,-,0,0
156505,0,net,0,0
156506,0,spending,0,0
156507,0,.,1,1
156508,1,Life,3,3
156509,0,imprisonment,4,4
156510,0,without,4,4
156511,0,parole,4,4
156512,0,can,4,4
156513,0,be,4,4
156514,0,deterrent,4,4
156515,0,and,4,4
156516,0,can,4,4
156517,0,be,4,4
156518,0,more,4,4
156519,0,rehabilitative,4,4
156520,0,than,4,4
156521,0,the,4,4
156522,0,death,4,4
156523,0,penalty,4,4
156524,0,",",4,1
156525,0,More,4,3
156526,0,than,4,4
156527,0,two,4,4
156528,0,-,4,4
156529,0,thirds,4,4
156530,0,of,4,4
156531,0,world,4,4
156532,0,states,4,4
156533,0,have,4,4
156534,0,abolished,4,4
156535,0,the,4,4
156536,0,death,4,4
156537,0,penalty,4,4
156538,0,and,1,1
156539,0,therefore,1,1
156540,0,Malaysia,1,1
156541,0,should,1,1
156542,0,join,1,1
156543,0,the,1,1
156544,0,ranks,1,1
156545,0,.,1,1
156546,1,Precisely,3,1
156547,0,to,4,3
156548,0,reduce,4,4
156549,0,to,4,4
156550,0,nil,4,4
156551,0,the,4,4
156552,0,possibility,4,4
156553,0,of,4,4
156554,0,executing,4,4
156555,0,an,4,4
156556,0,innocent,4,4
156557,0,man,4,4
156558,0,or,1,4
156559,0,one,1,4
156560,0,criminal,1,4
156561,0,but,1,4
156562,0,not,1,4
156563,0,heinously,1,4
156564,0,criminal,1,1
156565,0,",",1,1
156566,0,R,1,1
156567,0,.,1,1
156568,1,In,1,1
156569,0,this,1,1
156570,0,case,1,1
156571,0,",",1,1
156572,0,publication,1,1
156573,0,bias,1,1
156574,0,occurs,1,1
156575,0,because,1,1
156576,0,studies,1,1
156577,0,that,1,1
156578,0,find,1,1
156579,0,a,1,1
156580,0,significant,1,1
156581,0,adverse,1,1
156582,0,employment,1,1
156583,0,effect,1,1
156584,0,are,1,1
156585,0,more,1,1
156586,0,likely,1,1
156587,0,to,1,1
156588,0,be,1,1
156589,0,puiblizhed,1,1
156590,0,than,1,1
156591,0,those,1,1
156592,0,that,1,1
156593,0,find,1,1
156594,0,no,1,1
156595,0,significant,1,1
156596,0,employment,1,1
156597,0,effect,1,1
156598,0,.,1,1
156599,1,"""",1,1
156600,0,Giving,1,2
156601,0,minimum,1,0
156602,0,wage,1,0
156603,0,workers,1,0
156604,0,a,1,0
156605,0,little,1,0
156606,0,extra,1,0
156607,0,cash,1,0
156608,0,is,1,1
156609,0,the,1,1
156610,0,White,1,1
156611,0,House's,1,1
156612,0,"""good""",1,1
156613,0,reason,1,1
156614,0,for,1,1
156615,0,supporting,1,1
156616,0,a,1,1
156617,0,hike,1,1
156618,0,in,1,1
156619,0,the,1,1
156620,0,minimum,1,1
156621,0,wage,1,1
156622,0,.,1,1
156623,1,The,1,1
156624,0,estimates,1,1
156625,0,We,1,1
156626,0,regress,1,1
156627,0,household,1,1
156628,0,income,1,1
156629,0,",",1,1
156630,0,spending,1,1
156631,0,",",1,1
156632,0,and,1,1
156633,0,debt,1,1
156634,0,on,1,1
156635,0,the,1,1
156636,0,householdas,1,1
156637,0,applicable,1,1
156638,0,minimum,1,1
156639,0,-,1,1
156640,0,wage,1,1
156641,0,rate,1,1
156642,0,",",1,1
156643,0,controlling,1,1
156644,0,for,1,1
156645,0,a,1,1
156646,0,full,1,1
156647,0,set,1,1
156648,0,of,1,1
156649,0,time,1,1
156650,0,and,1,1
156651,0,household,1,1
156652,0,fixed,1,1
156653,0,effects,1,1
156654,0,.,1,1
156655,1,A,2,2
156656,0,minimum,0,0
156657,0,wage,0,0
156658,0,increase,0,0
156659,0,can,0,0
156660,0,also,0,0
156661,0,serve,0,0
156662,0,to,0,0
156663,0,stimulate,0,0
156664,0,the,0,0
156665,0,economy,0,0
156666,0,as,0,0
156667,0,low,0,0
156668,0,-,0,0
156669,0,wage,0,0
156670,0,workers,0,0
156671,0,spend,0,0
156672,0,their,0,0
156673,0,additional,0,0
156674,0,earnings,0,0
156675,0,potentially,0,0
156676,0,raising,0,0
156677,0,demand,0,0
156678,0,and,0,0
156679,0,job,0,0
156680,0,growth,0,0
156681,0,.,1,1
156682,1,Besides,2,2
156683,0,taking,0,0
156684,0,the,0,0
156685,0,guns,0,0
156686,0,away,0,0
156687,0,from,0,0
156688,0,common,0,0
156689,0,citizens,0,0
156690,0,in,0,0
156691,0,order,0,0
156692,0,to,0,0
156693,0,supposedly,0,0
156694,0,ensure,0,0
156695,0,their,0,0
156696,0,safety,0,0
156697,0,",",0,1
156698,0,one,0,2
156699,0,of,0,0
156700,0,the,0,0
156701,0,other,0,0
156702,0,main,0,0
156703,0,purposes,0,0
156704,0,of,0,0
156705,0,the,0,0
156706,0,gun,0,0
156707,0,control,0,0
156708,0,laws,0,0
156709,0,is,0,0
156710,0,to,0,0
156711,0,ensure,0,0
156712,0,that,0,0
156713,0,guns,0,0
156714,0,do,0,0
156715,0,not,0,0
156716,0,reach,0,0
156717,0,the,0,0
156718,0,hands,0,0
156719,0,of,0,0
156720,0,criminals,0,0
156721,0,.,1,1
156722,1,This,1,1
156723,0,is,1,1
156724,0,the,1,1
156725,0,Australian,1,1
156726,0,federal,1,1
156727,0,government,1,1
156728,0,agency,1,1
156729,0,charged,1,1
156730,0,with,1,1
156731,0,responsibility,1,1
156732,0,for,1,1
156733,0,protecting,1,1
156734,0,the,1,1
156735,0,health,1,1
156736,0,and,1,1
156737,0,safety,1,1
156738,0,of,1,1
156739,0,people,1,1
156740,0,",",1,1
156741,0,and,1,1
156742,0,the,1,1
156743,0,environment,1,1
156744,0,",",1,1
156745,0,from,1,1
156746,0,the,1,1
156747,0,harmful,1,1
156748,0,effects,1,1
156749,0,of,1,1
156750,0,radiation,1,1
156751,0,(,1,1
156752,0,ionizing,1,1
156753,0,and,1,1
156754,0,non,1,1
156755,0,-,1,1
156756,0,ionizing,1,1
156757,0,),1,1
156758,0,.,1,1
156759,1,And,3,1
156760,0,many,4,3
156761,0,miscarriages,4,4
156762,0,of,4,4
156763,0,justice,4,4
156764,0,have,4,4
156765,0,been,4,4
156766,0,documented,4,4
156767,0,over,4,4
156768,0,the,4,4
156769,0,years,4,4
156770,0,in,4,4
156771,0,which,4,4
156772,0,people,4,3
156773,0,have,4,4
156774,0,been,4,4
156775,0,put,4,4
156776,0,to,4,4
156777,0,death,4,4
156778,0,for,4,4
156779,0,crimes,4,4
156780,0,they,4,4
156781,0,did,4,4
156782,0,not,4,4
156783,0,commit,4,4
156784,0,.,1,1
156785,0,~,1,1
156786,1,The,1,1
156787,0,state,1,1
156788,0,of,1,1
156789,0,Florida,1,1
156790,0,has,1,1
156791,0,been,1,1
156792,0,providing,1,1
156793,0,abortion,1,1
156794,0,services,1,1
156795,0,and,1,1
156796,0,gynecological,1,1
156797,0,care,1,1
156798,0,for,1,1
156799,0,women,1,1
156800,0,since,1,1
156801,0,1975,1,1
156802,0,in,1,1
156803,0,orderA,1,1
156804,0,to,1,1
156805,0,meet,1,1
156806,0,the,1,1
156807,0,increasing,1,1
156808,0,need,1,1
156809,0,for,1,1
156810,0,affordable,1,1
156811,0,",",1,1
156812,0,quality,1,1
156813,0,health,1,1
156814,0,care,1,1
156815,0,.,1,1
156816,1,Support,1,1
156817,0,does,1,1
156818,0,not,1,1
156819,0,vary,1,1
156820,0,by,1,1
156821,0,income,1,1
156822,0,or,1,1
156823,0,education,1,1
156824,0,",",1,1
156825,0,but,1,1
156826,0,younger,1,1
156827,0,adults,1,1
156828,0,are,1,1
156829,0,more,1,1
156830,0,likely,1,1
156831,0,to,1,1
156832,0,support,1,1
156833,0,gun,1,1
156834,0,safety,1,1
156835,0,measures,1,1
156836,0,than,1,1
156837,0,are,1,1
156838,0,people,1,1
156839,0,over,1,1
156840,0,age,1,1
156841,0,50,1,1
156842,0,.,1,1
156843,1,Gene,2,2
156844,0,technology,0,0
156845,0,can,0,0
156846,0,cure,0,0
156847,0,disease,0,0
156848,0,and,0,0
156849,0,help,0,0
156850,0,feed,0,0
156851,0,the,0,0
156852,0,world,0,0
156853,0,and,1,1
156854,0,is,1,1
156855,0,accelerating,1,1
156856,0,faster,1,1
156857,0,than,1,1
156858,0,most,1,1
156859,0,people,1,1
156860,0,understand,1,1
156861,0,.,1,1
156862,1,Level,1,1
156863,0,:,1,1
156864,0,1,1,1
156865,0,Type,1,1
156866,0,:,1,1
156867,0,UNKNOWN,1,1
156868,0,Impact,1,1
156869,0,:,1,1
156870,0,Cloning,1,1
156871,0,CLONE,1,1
156872,0,-,1,1
156873,0,21005,1,1
156874,0,:,1,1
156875,0,The,1,1
156876,0,cloneplan,1,1
156877,0,has,1,1
156878,0,been,1,1
156879,0,extracted,1,1
156880,0,",",1,1
156881,0,and,1,1
156882,0,present,1,1
156883,0,at,1,1
156884,0,"""",1,1
156885,0,{,1,1
156886,0,0,1,1
156887,0,},1,1
156888,0,"""",1,1
156889,0,location,1,1
156890,0,.,1,1
156891,1,About,1,1
156892,0,results,1,1
156893,0,for,1,1
156894,0,"""",1,1
156895,0,Conclusions,1,1
156896,0,About,1,1
156897,0,Death,1,1
156898,0,Penalty,1,1
156899,0,"""",1,1
156900,0,The,1,1
156901,0,deathpenalty,1,1
156902,0,",",1,1
156903,0,also,1,1
156904,0,known,1,1
156905,0,as,1,1
156906,0,capital,1,1
156907,0,punishment,1,1
156908,0,",",1,1
156909,0,is,1,1
156910,0,the,1,1
156911,0,judicially,1,1
156912,0,ordered,1,1
156913,0,execution,1,1
156914,0,of,1,1
156915,0,a,1,1
156916,0,prisoner,1,1
156917,0,for,1,1
156918,0,a,1,1
156919,0,serious,1,1
156920,0,crime,1,1
156921,0,",",1,1
156922,0,also,1,1
156923,0,called,1,1
156924,0,a,1,1
156925,0,capital,1,1
156926,0,crime,1,1
156927,0,or,1,1
156928,0,capital,1,1
156929,0,offense,1,1
156930,0,.,1,1
156931,1,I,1,1
156932,0,have,1,1
156933,0,only,1,1
156934,0,had,1,1
156935,0,to,1,1
156936,0,buy,1,1
156937,0,one,1,1
156938,0,and,1,1
156939,0,have,1,1
156940,0,been,1,1
156941,0,given,1,1
156942,0,3,1,1
156943,0,which,1,1
156944,0,are,1,1
156945,0,still,1,1
156946,0,in,1,1
156947,0,great,1,1
156948,0,quality,1,1
156949,1,Several,3,3
156950,0,cloned,4,4
156951,0,animals,4,4
156952,0,have,4,4
156953,0,died,4,4
156954,0,prematurely,4,4
156955,0,from,4,4
156956,0,infections,4,4
156957,0,and,4,4
156958,0,other,4,4
156959,0,complications,4,4
156960,0,.,1,1
156961,1,[?]5,1,1
156962,0,innocent,3,3
156963,0,&,4,4
156964,0,helpless,4,4
156965,0,children,4,4
156966,0,are,4,4
156967,0,killed,4,4
156968,0,by,4,4
156969,0,abortion,4,4
156970,0,every,4,4
156971,0,day,4,4
156972,0,in,1,1
156973,0,Montana,1,1
156974,0,Montana,1,1
156975,0,Abortion,1,1
156976,0,Facts,1,1
156977,0,State,1,1
156978,0,abortion,1,1
156979,0,statistics,1,1
156980,0,from,1,1
156981,0,the,1,1
156982,0,leading,1,1
156983,0,public,1,1
156984,0,and,1,1
156985,0,private,1,1
156986,0,sources,1,1
156987,0,.,1,1
156988,1,If,1,1
156989,0,",",1,1
156990,0,say,1,1
156991,0,",",1,1
156992,0,gas,1,1
156993,0,prices,1,1
156994,0,double,1,1
156995,0,",",1,1
156996,0,costs,1,1
156997,0,at,1,1
156998,0,a,1,1
156999,0,gas,1,1
157000,0,-,1,1
157001,0,fired,1,1
157002,0,power,1,1
157003,0,plant,1,1
157004,0,soar,1,1
157005,0,resulting,1,1
157006,0,in,1,1
157007,0,an,1,1
157008,0,80,1,1
157009,0,%,1,1
157010,0,increase,1,1
157011,0,to,1,1
157012,0,consumers,1,1
157013,0,.,1,1
157014,1,The,1,1
157015,0,Supreme,1,1
157016,0,Court,1,1
157017,0,ruled,1,1
157018,0,that,1,1
157019,0,minors,1,1
157020,0,must,1,1
157021,0,have,1,1
157022,0,an,1,1
157023,0,alternative,1,1
157024,0,to,1,1
157025,0,parental,1,1
157026,0,involvement,1,1
157027,0,",",1,1
157028,0,such,1,1
157029,0,as,1,1
157030,0,the,1,1
157031,0,ability,1,1
157032,0,to,1,1
157033,0,seek,1,1
157034,0,a,1,1
157035,0,court,1,1
157036,0,order,1,1
157037,0,authorizing,1,1
157038,0,the,1,1
157039,0,procedure,1,1
157040,0,.,1,1
157041,1,Students,1,1
157042,0,can,1,1
157043,0,modify,1,1
157044,0,their,1,1
157045,0,outline,1,1
157046,0,more,1,1
157047,0,easily,1,1
157048,0,than,1,1
157049,0,they,1,1
157050,0,can,1,1
157051,0,modify,1,1
157052,0,the,1,1
157053,0,drafts,1,1
157054,0,of,1,1
157055,0,the,1,1
157056,0,document,1,1
157057,0,.,1,1
157058,1,The,1,3
157059,0,more,1,4
157060,0,potent,1,4
157061,0,the,1,4
157062,0,drug,1,4
157063,0,the,1,4
157064,0,more,1,4
157065,0,dangerous,1,4
157066,0,its,1,4
157067,0,effects,1,4
157068,0,.,1,1
157069,1,There,2,2
157070,0,is,0,0
157071,0,less,0,0
157072,0,distraction,0,0
157073,0,due,0,0
157074,0,to,0,0
157075,0,uniforms,0,0
157076,0,.,1,1
157077,0,"""",1,1
157078,1,Another,1,1
157079,0,problem,1,1
157080,0,",",1,1
157081,0,which,1,1
157082,0,is,1,1
157083,0,common,1,1
157084,0,to,1,1
157085,0,all,1,1
157086,0,automated,1,1
157087,0,deep,1,1
157088,0,copy,1,1
157089,0,methods,1,1
157090,0,",",1,1
157091,0,is,1,1
157092,0,that,1,1
157093,0,deep,3,3
157094,0,copying,4,4
157095,0,often,4,4
157096,0,requires,4,4
157097,0,intelligence,4,4
157098,0,to,4,4
157099,0,handle,4,4
157100,0,special,4,4
157101,0,cases,4,4
157102,0,(,4,4
157103,0,such,4,4
157104,0,as,4,4
157105,0,unmanaged,4,4
157106,0,resources,4,4
157107,0,),4,4
157108,0,that,4,4
157109,0,cannot,4,4
157110,0,be,4,4
157111,0,easily,4,4
157112,0,automated,4,4
157113,0,.,1,1
157114,1,aWe,1,1
157115,0,knew,1,1
157116,0,from,1,1
157117,0,our,1,1
157118,0,previous,1,1
157119,0,studies,1,1
157120,0,of,1,1
157121,0,low,1,1
157122,0,income,1,1
157123,0,women,1,1
157124,0,in,1,1
157125,0,California,1,1
157126,0,that,1,1
157127,0,women,3,3
157128,0,who,4,4
157129,0,have,4,4
157130,0,multiple,4,4
157131,0,pregnancy,4,4
157132,0,outcomes,4,4
157133,0,",",4,4
157134,0,such,4,4
157135,0,as,4,4
157136,0,having,4,4
157137,0,a,4,4
157138,0,history,4,4
157139,0,of,4,4
157140,0,both,4,4
157141,0,abortion,4,4
157142,0,and,4,4
157143,0,miscarriage,4,4
157144,0,",",1,4
157145,0,have,1,4
157146,0,significantly,1,4
157147,0,different,1,4
157148,0,mortality,1,4
157149,0,rates,1,4
157150,0,",",1,1
157151,0,a,1,1
157152,0,Reardon,1,1
157153,0,said,1,1
157154,0,.,1,1
157155,1,+,1,1
157156,0,+,1,1
157157,0,The,3,3
157158,0,emasculation,4,4
157159,0,of,4,4
157160,0,the,4,4
157161,0,citizenry,4,4
157162,0,by,4,4
157163,0,gun,4,4
157164,0,control,4,4
157165,0,also,4,4
157166,0,arguably,4,4
157167,0,reduces,4,4
157168,0,the,4,4
157169,0,resistance,4,4
157170,0,of,4,4
157171,0,a,4,4
157172,0,society,4,4
157173,0,to,4,4
157174,0,intimidation,4,4
157175,0,",",4,4
157176,0,and,4,4
157177,0,exacerbates,4,4
157178,0,fear,4,4
157179,0,of,4,4
157180,0,consequences,4,4
157181,0,from,4,4
157182,0,causing,4,4
157183,0,offense,4,4
157184,0,.,1,1
157185,1,Finally,1,1
157186,0,",",1,1
157187,0,as,1,1
157188,0,interest,1,1
157189,0,in,1,1
157190,0,nuclear,1,1
157191,0,power,1,1
157192,0,increases,1,1
157193,0,",",1,1
157194,0,so,1,1
157195,0,does,1,1
157196,0,the,1,1
157197,0,importance,1,1
157198,0,of,1,1
157199,0,understanding,1,1
157200,0,the,1,1
157201,0,wide,1,1
157202,0,array,1,1
157203,0,of,1,1
157204,0,technologies,1,1
157205,0,and,1,1
157206,0,services,1,1
157207,0,available,1,1
157208,0,to,1,1
157209,0,meet,1,1
157210,0,a,1,1
157211,0,country,1,1
157212,0,',1,1
157213,0,s,1,1
157214,0,energy,1,1
157215,0,needs,1,1
157216,0,responsibly,1,1
157217,0,",",1,1
157218,0,cleanly,1,1
157219,0,",",1,1
157220,0,and,1,1
157221,0,economically,1,1
157222,0,.,1,1
157223,1,By,1,1
157224,0,that,1,1
157225,0,I,1,1
157226,0,mean,1,1
157227,0,that,1,1
157228,0,endless,1,1
157229,0,ENDLESS,1,1
157230,0,studies,1,3
157231,0,have,1,4
157232,0,shown,1,4
157233,0,that,1,4
157234,0,the,3,4
157235,0,death,4,4
157236,0,penalty,4,4
157237,0,does,4,4
157238,0,not,4,4
157239,0,deter,4,4
157240,0,violent,4,4
157241,0,crime,4,4
157242,0,.,1,1
157243,1,Chapter,1,1
157244,0,577,1,1
157245,0,pages,1,1
157246,0,10,1,1
157247,0,-,1,1
157248,0,11,1,1
157249,0,<,1,1
157250,0,/,1,1
157251,0,ref,1,1
157252,0,>,1,1
157253,0,Wood,1,1
157254,0,clones,1,1
157255,0,are,1,1
157256,0,also,1,1
157257,0,somewhat,1,1
157258,0,inhibited,1,1
157259,0,by,1,1
157260,0,the,1,1
157261,0,actions,1,1
157262,0,of,1,1
157263,0,the,1,1
157264,0,user,1,1
157265,0,",",1,1
157266,0,so,1,1
157267,0,if,1,1
157268,0,they,1,1
157269,0,are,1,1
157270,0,preoccupied,1,1
157271,0,with,1,1
157272,0,other,1,1
157273,0,tasks,1,1
157274,0,the,1,1
157275,0,wood,1,1
157276,0,clones,1,1
157277,0,will,1,1
157278,0,not,1,1
157279,0,be,1,1
157280,0,able,1,1
157281,0,to,1,1
157282,0,act,1,1
157283,0,to,1,1
157284,0,their,1,1
157285,0,full,1,1
157286,0,potential,1,1
157287,0,.,1,1
157288,1,The,1,1
157289,0,NRA,1,1
157290,0,is,1,1
157291,0,known,1,1
157292,0,to,1,1
157293,0,have,1,1
157294,0,issued,1,1
157295,0,a,1,1
157296,0,threat,1,1
157297,0,to,1,1
157298,0,many,1,1
157299,0,legislators,1,1
157300,0,that,1,1
157301,0,they,1,1
157302,0,should,1,1
157303,0,espouse,1,1
157304,0,the,1,1
157305,0,anti,1,1
157306,0,gun,1,1
157307,0,control,1,1
157308,0,cause,1,1
157309,0,failing,1,1
157310,0,which,1,1
157311,0,the,1,1
157312,0,NRA,1,1
157313,0,would,1,1
157314,0,work,1,1
157315,0,for,1,1
157316,0,defeating,1,1
157317,0,them,1,1
157318,0,in,1,1
157319,0,the,1,1
157320,0,primaries,1,1
157321,0,thus,1,1
157322,0,denying,1,1
157323,0,them,1,1
157324,0,a,1,1
157325,0,chance,1,1
157326,0,to,1,1
157327,0,contest,1,1
157328,0,in,1,1
157329,0,elections,1,1
157330,0,!,1,1
157331,1,is,1,1
157332,0,the,1,1
157333,0,fastest,1,1
157334,0,",",1,1
157335,0,easiest,1,1
157336,0,",",1,1
157337,0,and,1,1
157338,0,most,1,1
157339,0,successful,1,1
157340,0,way,1,1
157341,0,for,1,1
157342,0,someone,1,1
157343,0,to,1,1
157344,0,kill,1,1
157345,0,themselves,1,1
157346,0,.,1,1
157347,1,If,2,2
157348,0,a,0,0
157349,0,person,0,0
157350,0,had,0,0
157351,0,one,0,0
157352,0,",",0,0
157353,0,he,0,0
157354,0,or,0,0
157355,0,she,0,0
157356,0,could,0,0
157357,0,walk,0,0
157358,0,around,0,0
157359,0,the,0,0
157360,0,streets,0,0
157361,0,and,0,0
157362,0,obliterate,0,0
157363,0,every,0,0
157364,0,object,0,0
157365,0,that,1,1
157366,0,he,1,1
157367,0,or,1,1
157368,0,she,1,1
157369,0,.,1,1
157370,0,.,1,1
157371,0,.,1,1
157372,1,A,1,1
157373,0,California,1,1
157374,0,non,1,1
157375,0,-,1,1
157376,0,exempt,1,1
157377,0,employee,1,1
157378,0,who,1,1
157379,0,wins,1,1
157380,0,a,1,1
157381,0,minimum,1,1
157382,0,wage,1,1
157383,0,wage,1,1
157384,0,claim,1,1
157385,0,is,1,1
157386,0,entitled,1,1
157387,0,to,1,1
157388,0,recover,1,1
157389,0,"""liquidated",1,1
157390,0,"damages""",1,1
157391,0,in,1,1
157392,0,an,1,1
157393,0,amount,1,1
157394,0,equal,1,1
157395,0,to,1,1
157396,0,whatever,1,1
157397,0,is,1,1
157398,0,owed,1,1
157399,0,for,1,1
157400,0,the,1,1
157401,0,minimum,1,1
157402,0,wage,1,1
157403,0,violation,1,1
157404,0,.,1,1
157405,1,This,1,1
157406,0,quickly,1,1
157407,0,leads,1,1
157408,0,to,1,1
157409,0,more,1,1
157410,0,people,1,1
157411,0,taking,1,1
157412,0,more,1,1
157413,0,actions,1,1
157414,0,and,1,1
157415,0,taking,1,1
157416,0,more,1,1
157417,0,action,1,1
157418,0,than,1,1
157419,0,ever,1,1
157420,0,before,1,1
157421,0,.,1,1
157422,1,Similarly,1,1
157423,0,",",1,1
157424,0,63,1,1
157425,0,%,1,1
157426,0,say,1,1
157427,0,that,1,1
157428,0,if,1,1
157429,0,marijuana,1,1
157430,0,were,1,1
157431,0,as,1,1
157432,0,widely,1,1
157433,0,available,1,1
157434,0,as,1,1
157435,0,alcohol,1,1
157436,0,",",1,1
157437,0,the,1,1
157438,0,latter,1,1
157439,0,would,1,1
157440,0,be,1,1
157441,0,more,1,1
157442,0,harmful,1,1
157443,0,to,1,1
157444,0,society,1,1
157445,0,;,1,1
157446,0,23,1,1
157447,0,%,1,1
157448,0,say,1,1
157449,0,marijuana,1,1
157450,0,would,1,1
157451,0,do,1,1
157452,0,the,1,1
157453,0,most,1,1
157454,0,harm,1,1
157455,0,.,1,1
157456,1,when,1,1
157457,0,she,1,1
157458,0,stated,1,1
157459,0,that,1,1
157460,0,requiring,3,3
157461,0,school,4,4
157462,0,uniforms,4,4
157463,0,is,4,4
157464,0,not,4,4
157465,0,only,4,4
157466,0,illegal,4,4
157467,0,",",4,4
157468,0,it,4,4
157469,0,is,4,4
157470,0,not,4,4
157471,0,the,4,4
157472,0,solution,4,4
157473,0,to,4,4
157474,0,the,4,4
157475,0,school,4,4
157476,0,systems,4,4
157477,0,problems,4,4
157478,0,.,1,1
157479,1,Scientists,1,1
157480,0,agree,1,1
157481,0,that,1,1
157482,0,once,1,3
157483,0,the,1,4
157484,0,sperm,1,4
157485,0,has,1,4
157486,0,fertilised,1,4
157487,0,the,1,4
157488,0,egg,1,4
157489,0,",",1,4
157490,0,a,1,4
157491,0,new,1,4
157492,0,being,1,4
157493,0,with,1,4
157494,0,a,1,4
157495,0,fully,1,4
157496,0,human,1,4
157497,0,genetic,1,4
157498,0,make,1,4
157499,0,-,1,4
157500,0,up,1,4
157501,0,has,1,4
157502,0,been,1,4
157503,0,created,1,4
157504,0,.,1,1
157505,1,Many,3,3
157506,0,of,4,4
157507,0,the,4,4
157508,0,extra,4,4
157509,0,costs,4,4
157510,0,are,4,4
157511,0,legally,4,4
157512,0,mandated,4,4
157513,0,to,4,4
157514,0,reduce,4,4
157515,0,the,4,4
157516,0,risk,4,4
157517,0,of,4,4
157518,0,executing,4,4
157519,0,an,4,4
157520,0,innocent,4,4
157521,0,person,4,4
157522,0,",",4,4
157523,0,but,4,4
157524,0,even,4,4
157525,0,these,4,4
