id	value	task	text	hypothesis
2048	FALSE	QA	&quot;Finding Forrester&quot; is among 24 films competing for the Berlin Film Festival&apos;s top Golden Bear prize for best movie awarded on the closing day, along with the Silver Bear award for best actor.	&quot;Finding Forrester&quot; won the Golden Bear in the Berlin Film Festival
2043	FALSE	QA	In February 2002, President George Bush visited China to mark the 30th anniversary of Nixon&apos;s historic trip.	Nixon visited China in February 2002.
656	TRUE	QA	The Chernobyl nuclear-power plant is in Ukraine, but the reactor that exploded during the night of April 26, 1986, is only 10 miles from the Belarusian border.	The Chernobyl disaster took place on the 26th of April, 1986.
1487	TRUE	QA	Michael Herman, spokesman for the Euskirchen prosecutor&apos;s office, said, &quot;As far as I know, this is the first time anything like this has happened in a German court.&quot;	Euskirchen is in Germany.
2076	FALSE	QA	Eleven more moons found orbiting Jupiter.	Jupiter has Eleven moons.
1590	FALSE	QA	After officials repeatedly refused to release thirteen members of the Red Brigades on trial in Turin, Moro was murdered in or near Rome on May 9, 1978.	Aldo Moro was murdered by the Red Brigade.
2037	FALSE	QA	It&apos;s a lesson that George Bush learned from his mother, Barbara, a fiercely territorial woman who never forgets a slight, and from his father, former president George H.W. Bush.	Barbara is the father of George Bush.
1520	TRUE	QA	At year-end 1997 the death penalty was authorized by the statutes of 38 States and by Federal statute.	38 American states have the daeth penalty.
1569	TRUE	QA	Zimmermann&apos;s appointment represents a surprising twist in the search to find a successor to Goetz Friedrich, whose 20-year stint at the helm of the Deutsche Oper comes to an end in 2001.	Goetz Friedrich was the director of the Deutsche Oper.
2058	FALSE	QA	EuroDisney is located only 20 miles from Paris and you can get to Fontainebleau in about an hour by train.	EuroDisney is located in Paris.
1546	TRUE	QA	That agreement created the international group opposing the Triple Alliance-France, Great Britain, and Russia had formed the Triple Entente.	France, Russia and Britain signed the Triple Entente.
1563	TRUE	QA	In the 1970s Paisley, sometimes affectionately known as &apos;Big Ian&apos;, established the most successful and longest lasting of his political movements, the Democratic Unionist Party which soon won seats at local council, province, national and European level.	Ian Paisley is a member of the DUP.
634	TRUE	QA	Under unprecedented public pressure, the museum has drastically altered its original plans for its exhibit marking the 50th anniversary of the Enola Gay&apos;s only mission: the dropping of the first atomic bomb on Hiroshima, Japan, on Aug. 6, 1945.	The first atomic bomb exploded in Hiroshima.
2082	FALSE	QA	Microsoft was established in Italy in 1985.	Microsoft was established in 1985.
2054	FALSE	QA	The $100,000 award, to be presented to Taylor in May by the president of Israel, is one of six given annually by the Israel-based Wolf Foundation.	May is the president of Israel.
2033	FALSE	QA	The Eiffel tower is in the Capital of France.	Eiffel is the capital of France.
1503	TRUE	QA	The recognition means that Iraq has abandoned its traditional claim to Kuwait, a claim that Hussein invoked as his excuse for invading the small emirate in 1990 and precipitating the Persian Gulf War that ended with his defeat.	The Iraqi invasion of Kuwait took place in 1990.
1562	FALSE	QA	&quot;Look!&quot; Turner shouts, pulling back the curtain in his new office to show off his perfect view of the giant red CNN logo that identifies his former headquarters.	Ted Turner founded the CNN news channel.
604	TRUE	QA	The ceiling now on legal immigration from Cuba is 27,845 a year, but only about 3,000 Cubans a year have been able to meet the stiff U.S. visa requirements.	27,845 Cubans are allowed to immigrate to the United States each year.
2055	FALSE	QA	The fact that Einstein was invited to be the president of Israel is critical to an accurate understanding of one of the greatest individuals in modern history.	Einstein is the president of Israel.
1470	TRUE	QA	The official state opening on May 6 of the $14.82-billion project will go on as planned, and Eurotunnel said it is working to start up services soon after that deadline.	The Eurotunnel was inaugurated in May.
2056	FALSE	QA	And it&apos;s very important, I think Secretary Powell will understand, it&apos;s important to hear from President Katsav, to hear how he reads the Israeli public mood with respect to ongoing battles with the Palestinians, or with respect to, for instance, trust with the Palestinian Authority, trust in the possibility of dealing with Yasser Arafat.	Yasser Arafat is the president of Israel.
1576	TRUE	QA	Ms. Nasrin is being hosted by the Swedish branch of PEN, which had invited her to visit last spring, according to the Swedish news agency TT.	Taslima Nasrin is staying in Sweden.
1581	TRUE	QA	The oddest thing about the UAE&apos;s population is that only 500,000 of the 2 million people living in the country are UAE citizens; the rest are expatriates from other Gulf countries, and from Pakistan, Iran and India.	The population of the UAE is 2 million.
1529	TRUE	QA	During El Nino (bottom panel of the schematic diagram), the trade winds relax in the central and western Pacific leading to a depression of the thermocline in the eastern Pacific, and an elevation of the thermocline in the west.	El Nino occurs in the Pacific.
621	TRUE	QA	Although Honecker led the Communist East German state between 1971 and 1989, he will be remembered most for what he did long before -- building the Berlin Wall.	Erich Honeker built the Berlin Wall.
1578	TRUE	QA	Four-fifths of the UAE is desert, yet it is a country of contrasting landscapes, from awe-inspiring dunes to rich oases, precipitous rocky mountains to fertile plains.	The majority of the UAE is desert.
1479	FALSE	QA	In fact, the Smashing Pumpkins -- who were bumped into the headline slot after Nirvana pulled out of the tour shortly before Kurt Cobain&apos;s suicide -- have far exceeded expectations.	Kurt Cobain was the singer and head of Nirvana.
1552	FALSE	QA	In 1996, Shaq became a free agent and accepted a $120 million dollar offer from the LA Lakers.	Shaquille O Neal plays for the Orlando Magic.
2032	FALSE	QA	France&apos;s Gastronomic Capital is Much, Much More.	Much is the capital of France.
1554	FALSE	QA	Meeting in Moscow with IAEA Director General Mohamed ElBaradei 29 June, Russian President Vladimir Putin lauded the Agency&apos;s work in expressing his country&apos;s continuing and full support.	Hans Blix is the Director General of IAEA.
2053	FALSE	QA	On December 21, 1970, Elvis Presley paid a visit to President Richard M. Nixon at the White House in Washington, D.C.	Elvis Presley died on December 21, 1970.
1560	TRUE	QA	The technological triumph known as GPS - the Global Positioning System of satellite-based navigation - was incubated in the mind of Ivan Getting.	Ivan Getting invented the GPS.
1553	TRUE	QA	It has access to the Caribbean Sea at the Gulf of Uraba in the northwesternmost part of the department, while in central Antioquia two ranges of the Colombian Andeas meet.	Antioquia is in Colombia.
2036	FALSE	QA	The father of Nick Berg, the American beheaded in Iraq, directly blamed George Bush and Defense Secretary Donald Rumsfeld on Thursday for his son&apos;s death.	Nick Berg is the father of George Bush.
2070	FALSE	QA	The Queen of Holland is now owned by Robert Mouawad.	Robert Mouawad is the Queen of Holland.
1516	FALSE	QA	The Cyrillic alphabet achieved its current form in 1708 during the reign of Peter the Great.	The Cyrillic alphabet was introduced in 863.
2077	FALSE	QA	They are made from the dust of four of Jupiter&apos;s tiniest moons.	Jupiter has four moons.
1591	TRUE	QA	De La Rue is the world&apos;s largest commercial security printer and papermaker, involved in the production of over 150 national currencies and a wide range of security documents such as travellers cheques and vouchers.	De La Rue makes much of the world&apos;s money.
1568	FALSE	QA	After an unparalleled succession of tragic operas, Verdi rounded off his operatic career with a comedy.	Verdi wrote mainly comedies.
1485	FALSE	QA	At present the UK&apos;s birth rate (England&apos;s is not dropping quite so clearly as Scotland&apos;s) sits in the middle of the European range -- with Italy, Spain, and Germany with the lowest rates and Ireland&apos;s showing the most rapid fall.	Ireland has the highest European birth rate.
2034	FALSE	QA	The regional capital is Clermont Ferrand, and the small city of Le Puy, with its historic churches perched on volcanic pinnacles, is one of the most surprising cities in France.	Clermont Ferrand is the capital of France.
1530	FALSE	QA	The Amish began as a small faith group that split-off from the Swiss Mennonites during the late 17th century.	The Amish are descendants of the Swiss Anabaptists of 16th-Century Europe.
644	FALSE	QA	This autumn, the people of Ust-Usa watched helplessly as thousands of tons of oil began oozing into the vast watery network that flows from the desecrated oil fields of Usinsk into the Pechora, then 450 miles north through the tundra to the Barents Sea.	A huge methane deposit has been located in the Barents Sea.
1469	FALSE	QA	The official state opening on May 6 of the $14.82-billion project will go on as planned, and Eurotunnel said it is working to start up services soon after that deadline.	The Eurotunnel cost 10 thousand million pounds.
1537	TRUE	QA	The roads and paths, forests and pastures of an estimated 70 countries around the world have been made treacherous by landmines.	Up to 70 countries are effected by landmines.
1549	FALSE	QA	Wasn&apos;t it after the women&apos;s conference in Nairobi ten years ago that the world focused for the first time on the crisis of domestic violence?	The World Conference on Women took place in Beijing.
1472	TRUE	QA	Since the beginning of this year, pork, the most important meat in the Chinese diet, has jumped to 7.28 yuan (86 cents) a pound, up from 4.55 yuan (54 cents).	The Chinese currency is called yuan.
2073	FALSE	QA	The establishment of full Communist control in Hungary in the summer of 1948 and the blockade of the Western sector of Berlin confirmed Western suspicions and contributed to the formation of NATO.	Communist control in Hungary ended in 1948.
1594	TRUE	QA	On October 6, 1973, Yom Kippur, the holiest day in the Jewish calendar, Egypt and Syria opened a coordinated surprise attack against Israel.	The Yom Kippur war was in 1973.
1506	FALSE	QA	The time period in concern is from early 1944 to 1945, and the topic being the Kamikaze pilots, and the region of research was within Japan, mainly Kyushu.	Japanese suicide pilots are called kamikaze pilots.
2074	FALSE	QA	In Hungary the decisive moment, portending the end of the democratic prelude to Communist dictatorship, came in February 1947.	Communist control in Hungary ended in 1947.
1462	FALSE	QA	Los Angeles poet and fiction writer Charles Bukowski, who died of leukemia on March 9 at the age of 73, managed to create a life worthy of his face.	Charles Bukowski died of pneumonia.
1532	TRUE	QA	Saint Laurent struck out on his own in 1961, opening his own fashion house where he created haute couture for socialites and celebrities.	Yves Saint Laurent is a fashion designer.
1509	FALSE	QA	Washington was re-elected president in 1792, and the following year the most divisive crisis arising out of the personal and political conflicts within his cabinet occurred--over the issue of American neutrality during the war between England and France.	George Washington was the first president of America.
1584	TRUE	QA	Although a Roscommon man by birth, born in Rooskey in 1932, Albert &quot;The Slasher&quot; Reynolds will forever be a Longford man by association.	Albert Reynolds was born in Co. Roscommon.
1481	TRUE	QA	Dan Shaughnessy in the Boston Globe on why the defending NBA champion Houston Rockets don&apos;t get more respect: &quot;There&apos;s year-round heat and humidity, an airport about 100 miles from downtown and the building with the most sports tradition is Elvin Hayes&apos; car dealership.&quot;	The Houston Rockets won the NBA Championships.
1488	FALSE	QA	Lennon&apos;s introduction from Jurgen&apos;s book sums things up reasonably well: &quot;Jurgen Vollmer was the first photographer to capture the beauty and the spirit of the Beatles&quot;.	John Lennon belonged to the Beatles.
2045	FALSE	QA	Mrs. Lane, who has been a Director since 1989, is Special Assistant to the Board of Trustees and to the President of Stanford University.	Mrs. Lane is the president of Stanford University.
1475	TRUE	QA	The people who gave Yeltsin a solid majority in his presidential run in 1991 now accord him a 19% approval rating -- his lowest ever -- according to a recent national poll.	Yeltsin came to power in 1991.
1522	FALSE	QA	Released on 11 February 1990, Mandela plunged wholeheartedly into his life&apos;s work, striving to attain the goals he and others had set out almost four decades earlier.	Nelson Mandela served 27 years of imprisonment.
1577	TRUE	QA	The Bangladesh Government has banned the latest novel by feminist writer, Taslima Nasreen on the grounds that its contents might hurt the existing social system and religious sentiments of the people.	Nasreen&apos;s novel was banned for religious reasons.
618	TRUE	QA	It is perhaps no surprise, then, that the chasm between east and west Germans is as wide as it was before the heady, history days of November, 1989, when they were no longer divided by cement and electrified wire.	The reunification of East and West Germany took place in 1989.
1502	TRUE	QA	The Venice Film Festival opened Thursday with a dispute over a celebrity judge threatening to steal the limelight from Oliver Stone, whose &quot;Natural Born Killers&quot; is favored to win the Golden Lion Award.	The &quot;Golden Lion&quot; is awarded at the Venice Film Festival.
1507	FALSE	QA	The Hitler Historical Museum is a non-biased, non-profit museum devoted to the study and preservation of the world history related to Adolf Hitler and the National Socialist Party.	Hitler belonged to the Nazi party.
1510	TRUE	QA	Mystified by the sudden disappearance of Commander John Strangways, their agent in Jamaica, the British Secret Service sends for agent Bond.	James Bond is an agent for the British Secret Service.
1500	FALSE	QA	Over the long haul, Washington is waiting for death to come to Kim Il Sung -- the 82-year-old North Korean dictator, known to his countrymen as the Great Leader, who has been the country&apos;s unchallenged power since before the 1953 Korean War armistice.	Kim Il Sung died at the age of 82.
1565	TRUE	QA	For German fans, Schumacher is their country&apos;s first - and long-overdue - World Champion, following along 33 years after the aristocratic Count Wolfgang von Trips was killed of the wheel of his Ferrari in the Italian Gp just as he seemed poised to grasp the title crown.	Michael Schumacher is from Germany.
2031	FALSE	QA	Lyon acclaims itself to be the gastronomic capital of France.	Lyon is the capital of France.
1547	FALSE	QA	Mahayana Buddhism (sometimes called Northern Buddhism) is largely found in China, Japan, Korea, Tibet and Mongolia.	Buddhism is practiced in Thailand.
1585	TRUE	QA	During his time in office, Albert Reynolds, side by side with then English Prime Minister John Major, brokered the first real hope for peace in the North; something for which all the people on this Island should be eternally grateful to him.	Albert Reynolds signed a peace agreement with John Major.
1091	TRUE	RC	The hostage-takers -- who have identified themselves as members of the Khaled Bin Al-Walid Squadrons, part of the Islamic Army of Iraq -- had issued several deadlines for its demands to be met, only to shift them.	The Khaled Bin Al-Walid Squadrons are part of the Islamic Army of Iraq.
164	TRUE	RC	AOL has more than 33 million paying customers.	33 million customers pay to use AOL.
910	FALSE	RC	Administration officials say President George W. Bush has narrowed his field of candidates for CIA director to at least two people, just two weeks after outgoing director George Tenet announced his departure.	President Bush announced his departure.
1824	FALSE	RC	Israel captured the Gaza Strip and West Bank in the 1967 Mideast war.	The Gaza Strip and West Bank were captured by Israel in the 1976 war.
1011	FALSE	RC	Further surprises were revealed in the spacecraft&apos;s photographs of a hazy orange Titan -- the largest of Saturn&apos;s 31 moons, about the size of the planet Mercury.	Titan is about the size of the planet Mars.
2125	FALSE	RC	Fighters loyal to Moqtada al-Sadr shot down a U.S. helicopter Thursday in the holy city of Najaf.	A U.S. helicopter flew loyalists of Moqtada al-Sadr.
1004	FALSE	RC	Infertile women are vital for successful child-rearing despite being unable to produce children themselves.	Infertile women are able to produce children.
1042	FALSE	RC	A 30-year-old man has been killed in a shark attack at a surfing beach near Perth in West Australia where he was surfing with four other people.	One man was killed and four wounded in a shark attack in West Australia.
337	FALSE	RC	The centre-right European People&apos;s Party (EPP), the largest group in the European Parliament, has warned that it will reject the Taoiseach, Berni Ahern, if he is nominated as the next president of the European Commission.	The Taoiseach is the president of The European Commission.
1827	FALSE	RC	Four French detainees who were held more than two years by U.S. authorities at Guantanamo Bay returned home Tuesday.	The U.S. detained four frenchmen for almost three years at Guantanamo Bay.
914	FALSE	RC	The pair had originally planned to leave from the American hatch in Nasa spacesuits.	The pair left from America.
1044	TRUE	RC	The death last year of an 84-year-old man killed while swimming in an Australian canal was one of only four fatal shark attacks around the world in 2003.	An 84-year-old man was killed by a shark in 2003.
985	TRUE	RC	Cool, humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska&apos;s Interior.	Cool, humid weather can slow the advance of fire.
1074	TRUE	RC	Twenty-five British police officers are recovering after a day of skirmishes in Belfast, Northern Ireland.	Belfast is in Ireland.
1093	TRUE	RC	A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members.	The Green Zone is in central Baghdad.
1065	TRUE	RC	The fires also threatened the Mount Graham International Observatory, home of some of the world&apos;s most advanced telescopes.	Some of the world&apos;s most advanced telescopes are housed at the Mount Graham International Observatory.
1833	FALSE	RC	More than 200 North Koreans flew into South Korea on Wednesday, the second day of a secretive operation that has spirited refugees from the communist North from an unidentified Southeast Asian country.	North Korean&apos;s communist refugees fled to an unidentified Southeast Asian country.
981	FALSE	RC	Vice President Dick Cheney&apos;s personal doctor was battling an addiction to prescription drugs four years ago.	Dick Cheney was addicted to prescription drugs.
1840	FALSE	RC	China will start scouring high schools for its potential first woman astronaut next year, following a suggestion from the country&apos;s leading women&apos;s group.	China&apos;s first female astronaut will take off next year.
1017	TRUE	RC	The centuries-old Pamplona fiesta in honor of St. Fermin draws thousands of fans from around the world for a week of frenzied late night drinking and early morning running with the bulls.	The Pamplona fiesta has been celebrated for centuries.
1841	FALSE	RC	Scientists have taken a big step toward developing an earlier, safer and simple test that could help prevent perhaps 175,000 premature births in the United States each year.	There are about 175,000 premature births in the United States each year.
993	FALSE	RC	Wal-Mart Stores has asked a US federal appeals court to review a judge&apos;s order approving class-action status for a sex-discrimination lawsuit.	Wal-Mart stores are filing a lawsuit against the US federal appeals court.
1053	TRUE	RC	Five schoolchildren who were headed to a picnic in a bus were wounded in crossfire between Indian soldiers and suspected rebels who attacked an army convoy on a highway outside Srinagar.	An army convoy was attacked by rebels on a highway outside of Srinagar.
986	FALSE	RC	U.S. oil prices approached $40 as they rose to a five-week peak on Wednesday.	Oil prices decreased over the last five weeks.
1111	FALSE	RC	Every year, 1.2 million people in America have a new or repeat heart attack.	1.2 million Americans die of heart attacks every year.
1066	TRUE	RC	The biggest fires on Mount Graham, the lightning-sparked Nuttall and Gibson fires, had joined but were 55 percent contained Sunday, firefighters said.	The Nuttall and Gibson fires were caused by lightning.
979	FALSE	RC	President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;	President Bush does not celebrate Independence Day.
994	FALSE	RC	Mr. Conway, Iamgold&apos;s chief executive officer, said the vote would be close.	Iamgold is Conway&apos;s chief executive officer.
1046	TRUE	RC	Saudi Arabia follows a strict interpretation of Islam under which people convicted of drug trafficking, murder, rape and armed robbery are executed by beheading, which is carried out in public with a sword.	Murderers are beheaded in Saudi Arabia.
1142	TRUE	RC	Whooping cough, or pertussis, is a highly contagious bacterial infection characterized by violent coughing fits, gasps for air that resemble &quot;whoop&quot; sounds, and vomiting.	Whooping cough is also called pertussis.
142	TRUE	RC	British and Iranian officials resumed discussions Thursday on the release of eight British navy personnel held in Iran earlier this week.	Eight British navy personnel are being held in Iran.
1060	TRUE	RC	Freixo also denied that Silva was the peacemaker, saying negotiations were concluded when Silva was sent in by Rio de Janeiro state Gov. Rosinha Matheus, who also is an Evangelical Christian.	Rosinha Matheus is an Evangelical Christian.
166	TRUE	RC	The controversy-racked oil giant Shell has named a new head of finance in an effort to calm nervous shareholders.	Shell is an oil giant.
1839	FALSE	RC	Doctors Without Borders has 80 foreign workers and 1,400 local staff members working in 13 provinces in Afghanistan.	There are 13 provinces in Afghanistan.
328	TRUE	RC	The SPD got just 21.5% of the vote in the European Parliament elections, while the conservative opposition parties polled 44.5%.	The SPD got less votes than the opposition in the European election.
1073	TRUE	RC	A crowd of Catholic hardliners attacked the officers after yesterday&apos;s parades by the Orange Order, the major Protestant brotherhood.	The Orange Order is a major Protestant brotherhood.
1082	TRUE	RC	The tests cover seven subject areas and are given annually.	The tests are given once a year.
978	TRUE	RC	President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;	The U.S. is 228 years old.
1132	TRUE	RC	Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien.	Chris de Burgh bought the creature that exploded from the actor John Hurt in the science-fiction classic Alien for nearly &#163;30,000.
1143	TRUE	RC	Whooping cough, or pertussis, is a highly contagious bacterial infection characterized by violent coughing fits, gasps for air that resemble &quot;whoop&quot; sounds, and vomiting.	One of whooping cough&apos;s symptoms is vomiting.
2126	FALSE	RC	One person was also killed and four wounded when a mortar round hit a hospital.	A hospital containing four wounded people killed one when a mortar hit.
174	TRUE	RC	However, witnesses said some of the black-clad gunmen who attacked a police station and government buildings in Baquba, 60 km (40 miles) northwest of Baghdad, proclaimed loyalty to Zarqawi and wore yellow headbands linking them to his group.	Some of the gunmen showed loyalty to Zarqawi&apos;s group.
330	FALSE	RC	German Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.	In the last three years the German economy has grown considerably.
1137	TRUE	RC	A virus similar to that causing breast cancer in mice may play a role in causing breast cancer in women, suggesting that not only cancerogens are responsible for the disease.	Breast cancer in mice is caused by a virus.
1007	TRUE	RC	Tests on animals showed they could get through the stomach wall and the thin membrane surrounding the stomach called the peritoneum to repair the intestines, liver, pancreas, gall bladder and uterus.	The thin membrane surrounding the stomach is called the peritoneum.
1129	TRUE	RC	The strikingly realistic image was etched into the soft limestone roof a Nottinghamshire cave by a paleolithic artist around 13,000 years ago.	The paleolithic era was around 13,000 years ago.
1087	TRUE	RC	The Philippines has begun pulling its troops out of Iraq, a move seemingly being made to satisfy demands by kidnappers of a Filipino hostage.	Filipino soldiers are leaving Iraq.
1061	FALSE	RC	A former petty thief who converted and founded his own church, Silva is a devoted jailhouse preacher who claims to have ended 11 prison rebellions in recent years.	Silva was once a murderer.
909	FALSE	RC	Television news crews in helicopters recorded the early morning car chase that ended in Compton shortly before 6 a.m. Wednesday when half a dozen LAPD officers chased a black man who ran from a stolen Toyota Camry.	Television news crews chased LAPD officers who ran from a stolen Toyota Camry.
915	FALSE	RC	Microsoft said later this summer it will upgrade its free Hotmail accounts from 2MB storage to 250MB.	Later this summer, Microsoft will be charging $250 for its Hotmail accounts.
996	TRUE	RC	Mr. Conway, Iamgold&apos;s chief executive officer, said the vote would be close.	Mr. Conway is Iamgold&apos;s chief executive officer.
2179	FALSE	RC	An ambulance crew responding to an anonymous call found a 3-week-old baby girl in a rundown house Monday, two days after she was snatched from her mother at a Melbourne shopping mall.	A baby girl bought an ambulance at a Melbourne shopping mall.
1078	FALSE	RC	Most Americans are familiar with the Food Guide Pyramid-- but a lot of people don&apos;t understand how to use it.	Most Americans have not heard of the Food Guide Pyramid.
1016	FALSE	RC	The centuries-old Pamplona fiesta in honor of St. Fermin draws thousands of fans from around the world for a week of frenzied late night drinking and early morning running with the bulls.	St. Fermin draws thousands of fans.
1103	FALSE	RC	Since the last AIDS conference in Barcelona in 2002 generated optimism about the availability of new antiretroviral drugs, 6 million people have died of AIDS and 10 million people have become newly infected.	10 million people have died of AIDS since 2002.
219	TRUE	RC	Canadian wireless technology licensing company Wi-LAN has begun legal action against Cisco, alleging the networking giant&apos;s Linksys and Aironet products are making use of its intellectual property without permission.	Wi-LAN sues Cisco.
1112	TRUE	RC	Every year, 1.2 million people in America have a new or repeat heart attack.	Every year, 1.2 million Americans have a heart attack.
1844	FALSE	RC	The number of sexually transmitted infections 708,083 was 4 percent higher than in 2002, but Britain&apos;s Health Protection Agency said the pace of the increase appears to be slowing.	In 2002 708,083 sexually transmitted infections were reported.
1831	FALSE	RC	In further violence, two Iraqis suspected of trying to bomb a pipeline in the country&apos;s oil-rich north and a Kirkuk policeman were killed Wednesday.	The country&apos;s oil-rich north and a Kirkuk policeman were killed Wednesday.
1013	FALSE	RC	The spacecraft&apos;s photographs show a methane cloud &quot;the size of Italy,&quot; several crisscrossing linear features, and a huge circular area that could be a crater the size of Western Europe.	The spacecraft&apos;s photographs show a methane cloud the size of Western Europe.
1834	FALSE	RC	The new arrivals followed a similar number that reached South Korea on Tuesday, the biggest single batch ever among the thousands that have fled famine and repression in their isolated homeland since the late 1990s.	Thousands have fled South Korea.
1121	TRUE	RC	Continuing its buying spree, IBM said Wednesday that it plans to acquire Alphablox, a Mountain View, Calif.-based analytics software company.	IBM plans to buy Alphablox.
236	TRUE	RC	Yasir Arafat has agreed to appoint a longtime loyalist as interior minister to take charge of the country&apos;s security.	Yasir Arafat nominated a loyalist as interior minister.
1055	FALSE	RC	About 85 percent of Danes belong to the state Evangelical Lutheran Church, though just 5 percent attend church services regularly.	85 percent of Danes attend church services regularly.
920	TRUE	RC	The Arab news network says militants killed Army Specialist Keith Maupin of Batavia, Ohio, by shooting him.	Keith Maupin was murdered.
1021	TRUE	RC	Sunday&apos;s election results demonstrated just how far the pendulum of public opinion has swung away from faith in Koizumi&apos;s promise to bolster the Japanese economy and make the political system more transparent and responsive to the peoples&apos; needs.	Koizumi promised to bolster the Japanese economy.
2134	FALSE	RC	Authorities spent about seven hours at the mosque and two houses, seizing numerous documents, a government official said.	Two hours were spent at the seven mosques.
919	TRUE	RC	The Supreme Court rules that persons seized as potential terrorists must be allowed to challenge their imprisonment in American courts.	Potential terrorists are allowed to a trial.
931	FALSE	RC	After giving nearly 5,000 people a second chance at life, doctors are celebrating the 25th anniversary of Britian&apos;s first heart transplant which was performed at Cambridgeshire&apos;s Papworth Hospital in 1979.	Nearly 5,000 people have died of heart failure in Britian since 1979.
2190	FALSE	RC	Abu Eisa al-Hindi was said to have been involved in a plot to attack Heathrow airport, details of which were allegedly discovered on the computer of Mohammed Naeem Noor Khan, 25, an al-Qa&apos;ida suspect recently arrested in Pakistan.	Abu Eisa al-Hindi was recently arrested in Pakistan.
987	TRUE	RC	U.S. oil prices approached $40 as they rose to a five-week peak on Wednesday.	U.S. oil prices increased.
1070	TRUE	RC	Dela Cruz was snatched Wednesday.	Dela Cruz was abducted Wednesday.
1033	TRUE	RC	Friday&apos;s court ruling in The Hague, rejected by Israel, carries no real significance, other than a symbolic victory for the Palestinians.	The Hague ruled in favor of the Palestinians on Friday.
1133	FALSE	RC	Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has aa an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien.	An untold number of wedding first dances are accompanied by the creature that exploded from the actor John Hurt in the science-fiction classic Alien.
1027	FALSE	RC	Sources at the foreign affairs department in Manila said on Monday that the militants had rejected suggestions of a ransom in exchange for de la Cruz&apos;s release.	Militants agreed to receive a ransom in exchange for de la Cruz&apos;s release.
1040	FALSE	RC	A 30-year-old man has been killed in a shark attack at a surfing beach near Perth in West Australia where he was surfing with four other people.	30 men have been killed by sharks in West Australia.
1019	TRUE	RC	A local man was impaled five times in a frenzied dash through Pamplona in the most dramatic of bull runs so far this year.	A Pamplona local was impaled five times.
995	TRUE	RC	Mr. Conway, Iamgold&apos;s chief executive officer, said the vote would be close.	Mr. Conway said the vote would be close.
1845	FALSE	RC	According to the American Diabetes Association, 17 million Americans are living with diabetes, 90 percent with Type Two Diabetes.	17 million Americans are living with Type Two Diabetes.
1024	FALSE	RC	Sunday&apos;s election results demonstrated just how far the pendulum of public opinion has swung away from faith in Koizumi&apos;s promise to bolster the Japanese economy and make the political system more transparent and responsive to the peoples&apos; needs.	The Japanese supported Koizumi in Sunday&apos;s elections.
1830	FALSE	RC	Another diplomat confirmed the United States was pushing hard for an accord, adding two high-level meetings were scheduled at NATO&apos;s Brussels headquarters Wednesday to try to hammer out a deal.	NATO&apos;s Brussels headquarters is trying to dissolve the deal that the United States was pushing for.
1092	TRUE	RC	The hostage-takers -- who have identified themselves as members of the Khaled Bin Al-Walid Squadrons, part of the Islamic Army of Iraq -- had issued several deadlines for its demands to be met, only to shift them.	Members of the Khaled Bin Al-Walid Squadrons took a hostage.
1822	FALSE	RC	A Health Ministry official said 68 people were killed and 30 wounded in the blast shortly after 10 a.m. in Baquba, an often violent town 65 km north of Baghdad.	Baghdad is north of Baquba.
1030	TRUE	RC	De la Cruz&apos;s family said he had gone to Saudi Arabia a year ago to work as a driver after a long period of unemployment.	De la Cruz was unemployed.
2133	FALSE	RC	The 69-page report is also the first major product of the Betsy Lehman Center for Patient Safety and Medical Error Reduction.	The 69-page report is the first major product of medical errors.
1076	TRUE	RC	Most Americans are familiar with the Food Guide Pyramid-- but a lot of people don&apos;t understand how to use it and the government claims that the proof is that two out of three Americans are fat.	Two out of three Americans are fat.
1095	TRUE	RC	A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members.	Seven Iraqi civilians were killed in a suicide bombing on Wednesday.
1130	TRUE	RC	Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien.	Chris de Burgh wrote the song The Lady in Red.
1123	FALSE	RC	Continuing its buying spree, IBM said Wednesday that it plans to acquire Alphablox, a Mountain View, Calif.-based analytics software company.	IBM is based in Mountain View, California.
1125	TRUE	RC	The IBM Software group has acquired 16 companies since 2001, starting with the purchase of Informix.	IBM bought 16 companies since 2001.
